ID,BIN,LOCATION,FEAT_UND,STATE_CODE,TYPE,MAT,YR_BLT,YR_FAIL,DATE_FAIL,FAIL_TYPE,FAIL_CAUS,FATAL,INJURY,SOURCE,COMMENTS
360,P-0407,Cedarville Road. Prin Georg Co,Mattawoman Creek,MD,Stringer,Steel,1945,1961,,,Hydraulic - Scour,,,SURV,
361,P 0409,"Bealle Hill Road, Prin George Co",Mattawoman Creek,MD,Slab,Concrete,1900,1962,,,Hydraulic - Scour,,,SURV,
362,P-0598,Queen Anne Rd. Prince George Co,Patuxent River,MD,Truss pony,Wrght Iron,1891,1962,,,Overload - Age,,,SURV,
363,P-0113P,"Race Track Rd, Prin Georges Co",Unnamed Stream,MD,Pipe Arch,Steel,,1963,,,Steel - Deter,,,SURV,
364,P-0479P,"Thrift Road, Prince George Co",Butler Branch,MD,Slab,Concrete,1940,1963,,,Hydraulic - Scour,,,SURV,
365,A-117,"Smouses Mill, Allegany Co.",Evitts Creek,MD,Truss,Steel,,1965,,,Overload - Truck,,,SURV,
366,P-0491,Cross Road Trail. Prin Georg Co,Mattawoman Creek,MD,Slab,Concrete,1935,1965,,,Conc - Deter,,,SURV,
367,P-0102,"Muirkirk Road, Prince George Co",US Rte 1/Chessie RR,MD,Thru Girder,Steel,1915,1966,,,Steel - Deter,,,SURV,
1261,2070,SR 450 in Anne Arundal County,Severn River,MD,Arch,Steel,1924,1966,,,Steel - Counterwgt,,,SURV,
369,P-0185,"Metzerott Road, Prince Georg Co",Paint Branch,MD,Truss pony,Steel,1910,1968,,,Steel - Deter,,,SURV,
370,P-0585,"Steed Road, Prin George Co",Tinkers Creek,MD,Beam,PC,1958,1968,,,Conc - Deter,,,SURV,
371,148,"Heaps Road Bridge, Harford Co.",Broad Creek,MD,Stringer,Steel,1952,1968,,,Misc - Substr Deter,,,SURV,
373,33,Sugarland Rd. Montgomery Co.,Seneca Creek,MD,Truss,Steel,1931,1970,,,Steel - Bot Chord,,,SURV,
374,,"Reading Ave Br, Montgomery Co.",,MD,Simple Span,Timber,,1970,,,Overload,,,SURV,
375,07-06,"Reichs Ford Road, Fred. Co.",Bush Creek,MD,Truss pony,,1905,1970,,,Overload,,,SURV,
376,124,"Howard Chapel Rd, Montgomery Co",Patuxent River,MD,Truss,Steel,1900,1971,,,Hydraulic,,,SURV,
377,130,Woodfield School Rd. Mont. Co,Seneca Creek,MD,,Timber,,1971,,,Hydraulic,,,SURV,
378,141,"Huntmaster Rd, Montgomery Co.",Goshen Branch,MD,,,1920,1971,,,Hydraulic,,,SURV,
379,64,"Brink Rd, Montgomery Co.",Great Seneca Creek,MD,Stringer,Timber,1936,1971,,TC,Hydraulic,,,SURV,
1262,3287,"US Rte 1, in Baltimore County",Whitemarsh Run,MD,Slab,Concrete,,1971,,,Hydraulic - Flood,,,SURV,
380,BC5301,Annapolis Rd. Bridge. Balt.,Gwynns Falls,MD,Beam,Steel,1950,1972,,,Hydraulic - Scour,,,SURV,
381,,"I-895, MTA Anne Arundel Co.",Belle Grove Road,MD,Beam,Steel,1957,1972,,,Collision - Fire,,,SURV,
382,164,Kendig Mill Rd. Balt Co,Gwynns Falls,MD,Simple Span,Timber,,1972,,,Hydraulic - Scour,,,SURV,
383,154,Gwynnbrook Ave. Balt Co.,Roaches Run,MD,Slab,Concrete,,1972,,,Hydraulic - Scour,,,SURV,
384,152,Glen Falls Rd. Balt Co.,Trib Patapsco River,MD,Slab,Concrete,,1972,,,Hydraulic - Scour,,,SURV,
385,153,Mt. Gilead Rd. Balt Co.,Glen Falls,MD,Slab,Concrete,,1972,,,Hydraulic - Scour,,,SURV,
386,35,Stablers Church Rd. Balt Co.,Little Falls,MD,Truss pony,Steel,,1972,,,Hydraulic - Scour,,,SURV,
387,155,Ridge Rd. Balt Co.,Beaver Dam Run,MD,Slab,Concrete,,1972,,,Hydraulic - Scour,,,SURV,
388,32,Ensor Mill Rd. Balt Co.,Piney Creek,MD,Beam,Steel,,1972,,,Hydraulic - Scour,,,SURV,
389,01-04,"Lily Pons Road, Frederick Co",Monocacy River,MD,Truss thru,,1899,1972,,,Hydraulic,,,SURV,
390,01-05,"Parks Mill Rd, Frederick Co.",Monocacy River,MD,Truss thru,,1899,1972,,,Hydraulic,,,SURV,
391,07-10,"Covell Road, Frederick Co.",Bennett Creek,MD,,,,1972,,,Hydraulic,,,SURV,
392,08-01,"Timmons Road, Frederick Co.",Linganore Creek,MD,,,,1972,,,Hydraulic,,,SURV,
393,09-02,"Reichs Ford Rd, Frederick Co.",Monocacy River,MD,Truss thru,Steel,1920,1972,,,Hydraulic,,,SURV,
394,09-03,"Linganore Road, Frederick Co",Linganore Creek,MD,,,,1972,,,Hydraulic,,,SURV,
395,11-01,"Links Bridge, Frederick Co.",Monocacy River,MD,Truss thru,,1899,1972,,,Hydraulic,,,SURV,
396,26-03,"Devilbiss Br. Rd, Frederick Co.",Monocacy River,MD,Truss thru,,1889,1972,,,Hydraulic,,,SURV,
397,P-0103C,"Fairland Road, Prin Georg Co.",Little Paint Branch,MD,Stringer,Steel,1940,1972,,,Hydraulic - Scour,,,SURV,
398,P-0109,"Ager Road, Prin Georges Co.",NW Br Anacostia Riv,MD,Beam,PC,1962,1972,,,Hydraulic - Scour,,,SURV,
399,P0106,"Calvert Road, Prince Georges Co",NW Br of Anacostia R,MD,Beam,Steel,1961,1972,,,Hydraulic - Scour,,,SURV,
400,BC3213,Woodbourne Ave Br. Balt. City,Herring Run,MD,,Concrete,1928,1972,,,Hydraulic - Scour,,,SURV,
401,,"Laurel Race Track Rd, P. Geor Co",Patuxent River,MD,Truss thru,Wrght Iron,1885,1972,,,Hydraulic - Debris,,,SURV,
402,25,"Wilkinson Rd Bridge, Harford Co",Elbow Branch,MD,Stringer,Steel,,1972,,TC,Hydraulic - Agnes,,,SURV,
403,32,"James Run Rd Bridge, Harford Co",Trib to James Run,MD,Stringer,Steel,1950,1972,,TC,Hydraulic - Agnes,,,SURV,
404,33,"Cool Spring Road Br, Harford Co",Tabbaco Run,MD,Stringer,Steel,,1972,,TC,Hydraulic - Agnes,,,SURV,
405,46,"Bynum Road Bridge, Harford Co.",Bynum Run,MD,Stringer,Steel,1951,1972,,TC,Hydraulic - Agnes,,,SURV,
406,65,"Grafton Shop Road, Harford Co.",Bear Cabin Creek,MD,Beam,Timber,,1972,,,Hydraulic - Agnes,,,SURV,
407,109,"Fawn Grove Road, Harford Co.",Deer Creek,MD,Beam,Steel,,1972,,,Hydraulic - Agnes,,,SURV,
408,141,"Sandy Hook Road, Harford Co.",Deer Creek,MD,Truss,Steel,1900,1972,,,Hydraulic - Agnes,,,SURV,
409,150,"Ridge Road, Harford Co.",Broad Creek,MD,Stringer,Steel,,1972,,,Hydraulic - Agnes,,,SURV,
410,,"Carters Mill Road, Cecil Co",Little Elk Creek,MD,Stringer,Timber,,1972,,TC,Hydraulic - Agnes,,,SURV,
411,,"Big Elk Chapel Road, Cecil Co.",Little Elk Creek,MD,Stringer,Timber,,1972,,,Hydraulic - Agnes,,,SURV,
1263,3026,SR 23 in Baltimore County,Jones Falls,MD,Girder,Concrete,1932,1972,,,Hydraulic - Agnes,,,SURV,
1264,3041,SR 45 in Baltimore County,Piney Creek,MD,Arch,Stone,,1972,,,Hydraulic - Agnes,,,SURV,
1265,3065,SR 125 in Baltimore County,Patapsco River,MD,Truss Thru,Steel,1938,1972,,,Hydraulic - Agnes,,,SURV,
1266,3065,SR 125 in Baltimore County,Patapsco River,MD,Bailey,Steel,1972,1972,,,Overload - Truck,,,SURV,
1267,3075,SR 130 in Baltimore County,Dipping Pond Run,MD,Pipe,Metal,1928,1972,,,Hydraulic - Agnes,,,SURV,
1268,3084,SR 140 in Baltimore County,Gwynns Falls,MD,Slab,Concrete,,1972,,,Hydraulic - Agnes,,,SURV,
1269,3274,SR 400 in Balt Co./Mt Wilson Ln,Gwynns Falls,MD,Beam,Steel,,1972,,,Hydraulic - Agnes,,,SURV,
1270,13016,SR 108 in Howard County,Little Patuxent R.,MD,Beam,Steel,1956,1972,,,Hydraulic - Agnes,,,SURV,
1271,13018,SR 851 in Howard County,Patapsco River,MD,Truss Thru,Steel,1918,1972,,,Hydraulic - Agnes,,,SURV,
1272,15059,SR 410 in Montgomery County,Rock Creek,MD,Girder,Concrete,1929,1972,,,Hydraulic - Agnes,,,SURV,
412,57,"Bottom Road Bridge, Harford Co",Laurel Brook,MD,Truss,Timber,1900,1973,,PC,Misc - Deterioration,,,SURV,
413,114,"Harford Creamery Rd, Harford Co",Jackson Branch,MD,Stringer,Steel,,1973,,PC,Misc - Deterioration,0,0,SURV,
414,P-0275,"Columbia Park Road, Prin Geor Co",Penn-Central RR,MD,Truss pony,,1905,1974,,,Misc - Deterioration,,,SURV,
415,P-0492B,"Swan Creek Road, Prin Georg Co",Swan Creek,MD,Stringer,Timber,,1975,,,Misc - Deterioration,,,SURV,
416,,Gossard Mill Rd. Washington Co,Rockdale Run,MD,Truss pony,Steel,1900,1975,,,Overload,,,SURV,
1273,5016,SR 404 in Caroline County,Choptank River,MD,Girder,Steel/Conc,1913,1976,,,Overload,,,SURV,
1274,10085,SR 355 in Frederick County,Monocacy River,MD,Truss Thru,Steel,1930,1976,,,Collision - Accident,,,SURV,
417,134,Greenspring Ave. Balt Co.,Slaughterhouse Brch,MD,Slab,Concrete,1910,1979,,,Hydraulic - Scour,,,SURV,
418,188,Harris Mill Rd. Balt Co.,Deep Creek,MD,I-Beam,Steel,1920,1979,,,Hydraulic - Scour,,,SURV,
419,,"Timonium Rd Br No 239, Balt Co.",Tributary Roland Run,MD,Slab,Concrete,,1979,,,Hydraulic - Scour,,,SURV,
420,241,Stevenson Rd. Balt Co.,Jones Falls,MD,Slab,Concrete,1920,1979,,,Hydraulic - Scour,,,SURV,
421,240,Piney Hill Road Balt Co.,Little Falls,MD,Slab,Concrete,,1979,,,Hydraulic - Scour,,,SURV,
422,239,Timonium Rd. Balt Co.,Trib Roland Run,MD,Slab,Concrete,,1979,,,Hydraulic - Scour,,,SURV,
1275,2070,SR 450 in Anne Arundel County,Severn River,MD,Arch,Steel,1924,1979,,,Hydraulic - Settleme,,,SURV,
423,05-01,"Harney Road, Frederick Co.",Monocacy River,MD,Truss thru,,1899,1980,,,Misc - Deterioration,,,SURV,
424,07-23,"Price Distillery Rd, Fred. Co.",Fahrney Branch,MD,Truss pony,,1928,1980,,,Overload,,,SURV,
425,13-02,"Old Annapolis Rd, Frederick Co.",Linganore Creek,MD,Truss pony,,1899,1980,,,Misc - Deterioration,,,SURV,
426,26-06,"Lenhart Road, Frederick Co.",Fishing Creek,MD,Truss pony,,1910,1980,,,Misc - Deterioration,,,SURV,
427,26-12,"Water Street Road, Frederick Co.",Israel Creek,MD,Truss pony,,1920,1980,,,Overload,,,SURV,
1276,2103,SR 100 in Anne Arundel County,Jumpers Hole Road,MD,Beam,Steel,1971,1980,,,Collision - Accident,,,SURV,
428,BC5101,"Russel St Viaduct, Baltimore Cty",Ostend Street,MD,Beam,Steel,1951,1981,,,Steel - Deter,,,SURV,
429,,"Deep Run Road, Carroll Co.",Deep Run,MD,Beam,Wood,,1981,,,Overload,0,0,SURV,
430,08-02,"Glissans Mill Rd, Frederick Co.",Linganore Creek,MD,Beam,Steel,1920,1981,,,Misc - Abut Failure,,,SURV,
431,22-16,"Gapland Road, Frederick Co.",Broad Run,MD,Truss pony,,1879,1981,,,Collision - Car,,,SURV,
432,,"Brophytown Bridge, Allegany Co.",Georges Creek,MD,Truss thru,Steel,,1982,,,Overload - Contruct,,,SURV,
433,8,"Singer Road, Harford Co.",Winter's Run,MD,Truss,Wrght Iron,1916,1982,,PC,Misc - WW Collapse,,,SURV,
434,143,"Mill Green Road, Harford Co.",Broad Creek,MD,Truss,Steel,1920,1984,,,Hydraulic - Storm,,,SURV,
435,69,"Cobner Road Bridge, Harford Co.",East Branch,MD,Beam,Steel,1954,1985,,,Hydraulic - Storm,,,SURV,
436,BC41112,"I-95 SB Viaduct, Baltimore City",Canton Railroad Yard,MD,Girder,Steel,1974,1986,,,Steel - Faulty Weld,,,SURV,
437,,"Moneymake Road Bridge, Talbot Co",Bolingbroke Creek,MD,,Timber,,1986,,TC,Misc - Deterioration,,,SURV,
438,,"SR 675, Pocomoke, Worcester Co.",Pocomoke River,MD,Gir/Basc,Conc/Steel,1920,1988,,TC,Misc - See Memo,,0,SURV,__
439,P-0589,"Trumps Hill Road, Prin George Co",Charles Branch,MD,Stringer,Timber,1945,1988,,,Overload - Deter,,,SURV,
440,05-06,"Bullfrog Road, Frederick Co.",Monocacy River,MD,Truss thru,,1908,1988,,,Misc - Deterioration,,,SURV,
441,26-02,"Daysville Road, Frederick Co.",Israel Creek,MD,Truss pony,,1900,1988,,,Collision - Car,,,SURV,
442,P-0487,"Livingston Road, Prince Georg Co",Piscataway Creek,MD,T-Beam,Concrete,1930,1988,,,Conc - Deterioration,,,SURV,
443,P-0593,"Ritchie-Marlboro Road, P Geo Co",Cabin Branch,MD,Slab,Concrete,1930,1988,,,Hydraulic - Scour,,,SURV,
444,12,"Cullum Road Bridge, Harford Co.",James Run,MD,Stringer,Steel,1920,1988,,TC,Hydraulic - Storm,,,SURV,
445,BC5210,"Hanover Street Br, Balt. City",Mid Br Patapsco R,MD,Slab,Conc/Steel,1916,1989,,,Overload,,,SURV,
446,,"Bethesda Church Rd, Montgomry Co",Bennett Creek,MD,Beam,Steel,1935,1989,,,Hydraulic - Scour,,,SURV,
447,04-07,"Stevens Road, Frederick Co.",Hunting Creek,MD,Truss thru,,1912,1989,,,Misc - Deterioration,,,SURV,
448,26-05,"Crum Road, Frederick Co.",Israel Creek,MD,Truss bow,,1872,1989,,,Misc - Deterioration,,,SURV,
449,P-0292,"Parkwood Street, Prin Georges Co",Beaver Dam Creek,MD,Stringer,Steel,1945,1989,,,Misc - Deterioration,,,SURV,
450,,"Rabbit Hill Road, Talbot Co",Potts Mill Creek,MD,Culvert,Steel,,1989,,TC,Misc - Deterioration,,,SURV,
451,98,"Coen Road Bridge, Harford Co.",Unnamed Stream,MD,Beam,Steel,1955,1989,,PC,Hydraulic - Scour,,,SURV,
452,BC3210,Coldspring Lane Br. Balt. City,Stoney Run,MD,Masonry,Stone,1900,1990,,,Hydraulic - Scour,,,SURV,
453,129,"West Heaps Road, Harford Co.",Big Branch,MD,Stringer,Steel,1950,1990,,PC,Hydraulic - Scour,0,0,SURV,
1277,,Mill Br Rd in Calvert Co.,Mill Branch Creek,MD,Stringer,Timber,1950,1991,,,Hydraulic - Flood,,,SURV,
1278,Q-0037,Greenspring Rd in Queen Anne's C,Wye River,MD,Stringer,Timber,1944,1991,,,Overload,,,SURV,
1279,BC5206,Patapsco Ave in Baltimore City,Patapsco River,MD,Beam,Steel,1961,1991,,,Misc - See Memo,,,SURV,__
1280,F-0503,Sixes Br Rd in Frederick County,Monocacy River,MD,Truss Thru,Steel,1910,1991,,,Collision - Accident,,,SURV,
1281,21042,SR 494 in Washington Co,Conococheague Creek,MD,Truss Thru,Steel,1932,1992,,,Collision - Accident,,,SURV,
1282,B-0059,Buckingham Rd in Baltimore Co,Gwynns Falls,MD,Bailey,Steel,1972,1992,,,Steel - Deter,,,SURV,
1283,F-1510,Roddy Rd in Frederick Co,Owens Creek,MD,Covered,Timber,1850,1992,,,Collision - Accident,,,SURV,
1284,2070,SR 450 in Anne Arundel Co,Severn River,MD,Arch,Steel,1924,1993,,,Steel - Counterwgt,,,SURV,
1285,10085,SR 355 in Frederick Co,Monocacy River,MD,Truss Thru,Steel,1930,1993,,,Collision - Accident,,,SURV,
1286,W-0714,Fruit Tree Rd in Washington Co,Raven Rock Run,MD,Stringer,Steel,,1993,,,Hydraulic - Scour,,,SURV,
1479,1043,SR 47 Allegany County,North Creek,MD,Girder,Concrete,1923,1996,,PC,Hydraulic - Flood,,,Surv,
1480,A-0031,"Beachwood Road, Allegany County",Koonz Run,MD,Girder,Steel,1937,1996,,PC,Hydraulic - Flooe,,,Surv,
1481,CL-0342,"Newport Road, Carroll County",Gillis Falls,MD,Stringer,Steel,1975,1996,,PC,Hydrualic - Flood,,,Surv,
1482,G-0048,"Savage River Road, Garrett Cty.",Savage River,MD,Stringer,Steel,1940,1996,,PC,Hydraulic - Flood,,,Surv,
1483,05/04,"Deneen Road, Washington County",Trib. Potomac River,MD,Slab,Concrete,1930,1996,,PC,Hydraulic - Flood,,,Surv,
1484,05/15,"Weller Road, Washington County",Trib. Licking Creek,MD,Stringer,Steel,1950,1996,,PC,Hydraulic - Flood,,,Surv,
1485,14/07,"Welty Church Road, Washington Co",Little Antietam Crk,MD,Slab,Concrete,1930,1996,,PC,Hydraulic - Flood,,,Surv,
79,3117,"Pederstrain Bridge, Baltimore Co",I-695,MD,Slab,PC,1957,1999,,TC,Collision,1,,SURV,
138,CE0073,"Rolling Mill Road, Cecil County",Northeast Creek,MD,Truss,Steel,1885,2006,,TC,Collision,,,SURV,
460,2232,"Dog Island, Belfast",Little River,ME,Slab,Concrete,1934,1954,,,Hydraulic - Flood,0,0,SURV,
461,2349,"Martin Brook, Hamlin",Martin Brook,ME,T-Beam,Concrete,1932,1954,,,Hydraulic - Flood,0,0,SURV,
462,3232,"Madore Bridge, Cyr Plt",Hammond Brook,ME,Slab,Concrete,1935,1959,,,Hydraulic - Flood,0,0,SURV,
463,3082,"Union Mills Bridge, Calais",St. Croix River,ME,Truss,Timber,1935,1961,,,Hydraulic - Flood,0,0,SURV,
464,0589,"Harry Rand, Carthage",Webb River,ME,Truss pony,Steel,1900,1966,,,Overload,0,0,SURV,
465,0067,"Russell Mills, Farmington",Temple Stream,ME,Truss,Timber,1894,1967,,,Overload,0,0,SURV,
466,1529,"Great Falls, Windham",Presumpscot River,ME,Truss,Steel,,1969,,,Collision,0,0,SURV,
467,3909,"St. John R. Br., Allagash",St. John River,ME,Girder,Steel,1953,1972,,,Hydraulic - Ice,0,0,SURV,
468,6328,"McIntire, Waterford",Crooked River,ME,Truss,Steel,1897,1972,,,Overload,0,0,SURV,
469,1009,"Babb's Bridge, Gorham-Windham",Presumpscot River,ME,Covered,Wood,1840,1973,,,Fire,0,0,SURV,
470,1096,"Bridge Street, Hartland",Sebasticook River,ME,Truss,Steel,,1975,,,Collision,0,0,SURV,
471,0266,"Gambo Falls, Gorham-Windham",Presumpscot River,ME,Truss pony,Steel,1912,1979,,,Overload,0,0,SURV,
472,0181,"Caribou Stream Br., Caribou",Caribou Stream,ME,Stringer,Steel,1909,1981,,,Hydraulic - Flood,0,0,SURV,
473,0954,"Alder Brook Br., Milo",Alder Brook,ME,Stringer,Steel,,1981,,,Overload,0,0,SURV,
474,1001,"Lovejoy Br., Andover",Ellis River,ME,Covered,Wood,1868,1983,,,Overload,0,0,SURV,
1546,6069,"I-95 SB, Howland",Piscataquis River,ME,Girder,Steel,1966,1984,,PC,Steel - Fatigue Crk,,,Ltr.,
475,2271,"Fairbanks, Farmington",Sandy River,ME,Tied Arch,Concrete,1929,1987,,,Hydraulic - Flood,0,0,SURV,
476,1008,"Lowes Covered, Guildford-Sangerv",Piscataquis River,ME,Covered,Wood,1857,1987,,,Hydraulic - Flood,0,0,SURV,
477,2616,"North Branch, Eustis",N. Branch Dead River,ME,Stringer,Steel,1931,1987,,,Hydraulic - Flood,0,0,SURV,
478,1518,"Over Flow Br., Strong",Valley Brook,ME,Stringer,Steel,1946,1987,,,Hydraulic - Flood,0,0,SURV,
479,5070,"Winter Street, Gardiner",Cobbossee Stream,ME,T-Beam,Concrete,1926,1987,,,Hydraulic - Flood,0,0,SURV,
1547,3992,", Moscow",Chase Stream,ME,Slab,Concrete,1957,1987,,PC,Hydraulic - Flood,,,Ltr.,
1548,5675,", Moscow",Austin Stream,ME,Rolled Bm,Steel,1957,1987,,PC,Hydraulic - Flood,,,Ltr.,
480,3909,"St John Rvr Br, Dickey, Allagash",St John River,ME,Two Girder,Steel,1953,1991,,TC,Hydraulic - Ice,0,0,ARTL,
481,5658,"Ltle Black River Brdge, Allagash",Little Black River,ME,Two Girder,Steel,1956,1991,,TC,Hydraulic - Ice,0,0,ARTL,
1436,3330,"South Bridge, Auburn-Lewiston",Androscoggin River,ME,Truss,Steel,1936,1995,,PC,Misc - Unreinf. Pier,,,Surv,
1437,2187,Norridgewock - Covered Br.,Kennebec River,ME,Tied Arch,Concrete,1928,1996,,PC,Misc - Unreinf. Pier,,,Surv,
1684,,Alna-Newcastle,Sheepscot River,ME,Girder,Steel,1948,2001,,TC,Deterioration,0,0,SURV,Deterioration of timber pile bent
1686,,Prospect - Verona,Penobscot River,ME,Suspension,Steel,1931,2003,,PC,Deterioration,0,0,SURV,Deterioration of cable
1685,,Kennebunk,Maine Central RR,ME,Girder,Steel,1932,2004,,TC,Miscellaneous,0,0,SURV,Failure of cut granite abutments
482,,Saginaw,Saginaw River,MI,,,,1967,,PC,Collision - Ship,,,KY,
244,,"9 Mile Road, Hazel Park/Detroit",I-75,MI,Girder,Steel,,2009,15-Jul-2009,TC,Fire,0,3,News,Gasoline tanker explosion
483,,St Paul,,MN,,,,1969,,TC,Collision - Truck,,,KY,
1219,90417,Ramsey County,,MN,Truss thru,Steel,1890,1970,,,Collision - Train,,,SURV,
1217,89171,Olmsted County,,MN,Truss,Steel,1918,1972,,,Misc - Pier Failure,,,SURV,
1224,92015,Stearns County,,MN,Truss,Steel,1885,1976,,,Misc - Pier Failure,,,SURV,
484,,"Lake St-Marshall Ave, Minneapols",Mississippi River,MN,Arch,Concrete,1990,1990,,TC,Misc - Construction,1,,ARTL,
1209,88014,Lesueur County,,MN,Span,Steel,1930,1992,,,Hydraulic - Flood,,,SURV,
1208,1159,Jackson County,,MN,Span,Steel,1914,1993,,,Hydraulic - Flood,,,SURV,
1210,L2390,Lesueur County,,MN,Box,Timber,1955,1993,,,Hydraulic - Flood,,,SURV,
1211,L2014,Lincoln County,,MN,Box,Timber,1947,1993,,,Hydraulic - Flood,,,SURV,
1212,L2029,Lincoln County,,MN,Box,Concrete,1923,1993,,,Hydraulic - Flood,,,SURV,
1213,L2096,Lincoln County,,MN,Span,Steel,1951,1993,,,Hydraulic - Flood,,,SURV,
1214,L1737,Lyon County,,MN,Box,Concrete,1939,1993,,,Hydraulic - Flood,,,SURV,
1215,RO122,Lyon County,,MN,Truss,Steel,1925,1993,,,Hydraulic - Flood,,,SURV,
1216,L2544,Nobles County,,MN,Truss,Steel,1910,1993,,,Hydraulic - Flood,,,SURV,
1218,L3627,Pipestone County,,MN,Span,Timber,1939,1993,,,Hydraulic - Flood,,,SURV,
1220,L6806,Redwood County,,MN,Span,Steel,1925,1993,,,Hydraulic - Flood,,,SURV,
1221,L6808,Redwood County,,MN,Span,Steel,1925,1993,,,Hydraulic - Flood,,,SURV,
1222,72527,Sibley County,,MN,Span,Timber,1985,1993,,,Hydraulic - Flood,,,SURV,
1223,L2704,Sibley County,,MN,Span,Steel,1918,1993,,,Hydraulic - Flood,,,SURV,
1225,L6674,Traverse County,,MN,Span,Steel,1919,1993,,,Hydraulic - Flood,,,SURV,
1505,9340,I-35W,Mississippi River,MN,Arch,Steel,1967,2007,1-Aug-2007,TC,Steel - gusset plates,13,145,News,"Undersized gusset plates, weight of construction supplies/equipment caused this collapse"
253,,"Fridley, east of E River Rd",Rice Creek at Locke Lake,MN,T-Beam,Concrete,,2011,16-Jul-2011,TC,Hydraulic - washout,,2,News,Washed out embankment led to failure and train derailment
485,50637,"Rt 136, Mercer Co",Grand River,MO,Truss,Steel,1931,1956,,TC,Hydraulic - Scour,,,SURV,
486,F0559,"Rt W, Butler Co",Black River,MO,Truss,Steel,1921,1964,,TC,Collision - Truck,,,SURV,
494,J0975,Rt 47 Lincoln Co,Cuivre River,MO,Truss thru,Steel,1933,1970,,TC,Collision - Truck,,,SURV,
487,G245,"I-44, Laclede Co",Gasconade River,MO,Truss pony,Steel,1922,1972,,TC,Collision - Truck,,,SURV,
488,Z152,"Rt 7, Benton Co",Osage River,MO,Suspension,Steel,1936,1975,,PC,Overload,,,SURV,
489,J0092,"Rt 60, Butler Co",St Francois River,MO,Truss,Steel,1929,1975,,TC,Collision - Truck,,,SURV,
490,Y389,"Jefferson Co, Rt W",Big River,MO,Truss,Steel,1930,1977,,TC,Collision - Car,,,SURV,
491,G0538,"Rt 36W, Dekalb Co",Castile Creek,MO,Truss pony,Steel,1921,1979,,TC,Collision - Truck,,,SURV,
492,L0156,Rt 36 Livingston Co,Madison Creek,MO,Girder Smp,Steel,1948,1982,,TC,Hydraulic - Scour,,,SURV,
1228,S0325,"Rte. 32, Laclede Co",N. Cobb Creek,MO,Beam,Steel,1932,1990,,TC,Hydraulic - Flood,,,SURV,
1227,R0424,"Rte. 126, Barton Co",E Fk of Little N Fk,MO,Slab,Concrete,1963,1992,,PC,Misc - Deterioration,,,SURV,
493,096B814,"Kekrs Mill Rd, St. Louis Co",Caulks Creek,MO,Truss,Steel,1930,1993,,TC,Hydraulic - Flood,0,0,News,
1226,T0044,"Route 113, Nodaway Co",Florida Creek,MO,Beam,Steel,1933,1993,,TC,Hydraulic - Flood,,,SURV,
1229,G0069,"Rte. 240, Howard/Saline Co",Missouri R/& RR Spur,MO,Truss,Steel,1922,1993,29-Jul-1993,PC,Hydraulic - Flood,,,SURV,
7,60614,"US 36, Livingston Co.",Medicine Creek,MO,Girder,Steel,1965,1995,,TC,Hydraulic - Drift,,,SURV,
8,L0564,"Rt. K, Montgomery Co.",Dry Fork Creek,MO,Beam,Steel,1954,1997,,PC,MiscTimber Pile Fail,,,SURV,
11,A1984,"Mo 179, Moniteau Co.",Moniteau,MO,Girder,Steel,1967,1997,,PC,Hyd Slide Plane Fail,,,SURV,
13,H0063,"US 61, Ste Genevieve Co",River Aux Vases,MO,Pony Truss,Steel,1925,1997,,PC,Collision,,,SURV,
9,K0423,"Blue Ridge Blvd, Jackson Co.",US 24,MO,Girder,Steel/Conc,1935,1998,,PC,Misc - Deterioration,,,SURV,
10,S0025,"Rt Z, Platte Co.",Platte River,MO,Girder,Steel,1965,1998,,PC,Hyd-Slide Plane Fail,,,SURV,
12,H0046,"Rt TT, Morgan Co.",Gravois Creek,MO,Pony Truss,Steel,1925,1998,,TC,Hydraulic - Drift,,,SURV,
1695,0550000,Lohmar Lane - Boone Co.,Perche Creek,MO,Truss,Steel,1905,1998,,TC,Nature - Storm,0,0,SURV,
1696,1720006,203rd St. - Daviess Co.,Bear Branch,MO,Truss,Steel,1910,1998,,TC,Overload,0,0,SURV,
1697,1060050,Mount Carmel Rd. - Miller Co.,Wrights Creek,MO,Slab,Concrete,1930,1999,,PC,Hydraulic - Scour,0,0,SURV,
1698,2220018,Co. Rd. A-16 - Miller Co.,Tavern Creek,MO,Suspension,Steel,1910,2000,,PC,Overload,0,0,SURV,
1699,1950016,Co. Rd. NE 701 - Henry Co.,Sand Creek,MO,Truss,Steel,1920,2000,,TC,Overload,0,0,SURV,
1642,L0723,"Route MM, Laclede Co.",Interstate 44,MO,Girder,Steel,1955,2001,,PC,Collision - Truck,0,0,,
1700,2610012,Co. Rd. 261 - Worth Co.,Lotts Creek,MO,Truss,Steel,1935,2001,,TC,Nature - Storm,0,0,SURV,
1701,4430023,Co. Rd. 1053 - Callaway Co.,Loutre River,MO,Girder,Steel,1920,2001,,TC,Hydraulic - Scour,0,0,SURV,
1702,1670026,Gobbler Knob Rd. - Moniteau Co.,North Moreau Creek,MO,Girder,Steel,1920,2001,,PC,Hydraulic - Scour,0,0,SURV,
1703,A1382,Rte. K - Cooper Co.,Blackwater River,MO,Girder,Steel,1965,2002,,PC,Hyd-Slide Plane Fail,0,0,SURV,Slide Plane Failure
1704,A2139,Rte. 6 - Marion Co.,Rte 61,MO,Girder,Steel,1968,2002,,PC,Collision - Truck,0,0,SURV,
