ID,BIN,LOCATION,FEAT_UND,STATE_CODE,TYPE,MAT,YR_BLT,YR_FAIL,DATE_FAIL,FAIL_TYPE,FAIL_CAUS,FATAL,INJURY,SOURCE,COMMENTS
3586,,"Mongomery, Alabama Rail",,AL,,,,1979,,TC,Collision - Train,,,KY,
3587,,"US-43, Mobile",Chickasawbogue Ck,AL,Simple Span,Concrete,1958,1985,,TC,Conc - Pile Deter,0,1,SURV,
3588,,Conecuh County 22,Interstate 65,AL,Girder,Steel,,1993,27-Apr-1993,TC,Collision - Truck,2,1,News,
3589,,Amtrak - CSX Trans - Saraland,Bayou Canot,AL,Truss - Rail,Steel-Wood,1909,1993,22-Sep-1993,TC,Collision - Barge,47,103,News,
3590,,"I-65 South Conn., Birmingham",I-65 North,AL,Girder,Steel,,2002,5-Jan-2002,TC,Misc - Explosion,1,0,Net,
3591,,Railroad near Myrtlewood,Near Tombigbee River,AL,Trestle,Wood,1947,2007,2-May-2007,TC,Misc,0,6,News,Carrying rocket boosters
3496,16578,Fouche Dam Pike,Fouche Creek,AR,Beam,Steel,1936,,,,Steel - Deter,,,SURV,
3497,01531,US 70-16-14.74 (1),White River,AR,Truss thru,Steel,1935,1972,,,Collision - Barge,,,SURV,
3498,B3853,I30-14-80.58,Bayou DeRoche,AR,Beam,Steel,1966,1977,,PC,Fire,,,SURV,
3499,17897,CR 2-3.11,Ouachita River,AR,Beam,Steel,1972,1979,,TC,Hydraulic - Flood,,,SURV,
3500,18957,CR 62-4.69,Flat Cypress Creek,AR,Span,Timber,,1979,,,Hydraulic - Flood,,,SURV,
3501,15750,CR 70-0.60,White Branch,AR,Span,Timber,1935,1979,,,Hydraulic - Flood,,,SURV,
3502,15302,CR 147-5.50,Ditch No. 1,AR,Span,Timber,1960,1979,,,Misc - Deterioration,,,SURV,
3503,12960,CR 363-0.81,Bayou Bartholomew,AR,Span,Timber,,1979,,,Misc - Deterioration,,,SURV,
3504,13056,CR 467-1.04,Cypress Creek,AR,Span,Timber,1930,1980,,,Hydraulic - Scour,,,SURV,
3505,12095,CR 384-1.51,Ditch,AR,Span,Timber,1964,1980,,,Misc - Deterioration,,,SURV,
3506,13625,CR 800-0.40,Old Sugar Creek,AR,Truss pony,Steel,1920,1980,,,Hydraulic - Flood,,,SURV,
3507,15734,CR 32-0.24,Rose Creek,AR,Span,Timber,1960,1981,,,Hydraulic - Flood,,,SURV,
3508,14192,CR 246-0.58,Ditch,AR,Span,Timber,1950,1981,,,Hydraulic - Scour,,,SURV,
3514,11672,CR 39-3.80,Sheepskin Creek,AR,Beam,Steel,1972,1982,,,Hydraulic - Flood,,,SURV,
3515,11676,CR 43-0.06,Creek,AR,Span,Timber,1960,1982,,,Hydraulic - Flood,,,SURV,
3516,11678,CR 43-3.84,Hogans Creek,AR,Beam,Steel,1946,1982,,,Hydraulic - Flood,,,SURV,
3517,11681,CR 53-3.07,Hog Branch,AR,Span,Timber,1965,1982,,,Hydraulic - Flood,,,SURV,
3518,13042,CR 214-1.10,Cadron Creek,AR,Truss thru,Steel,1917,1982,,,Hydraulic - Flood,,,SURV,
3519,14356,CR 19-0.83,Little Willet Creek,AR,Truss pony,Steel,1930,1982,,,Hydraulic - Flood,,,SURV,
3520,18312,CR 9-7.18,S. Fork Little Red,AR,Slab,Concrete,,1982,,,Hydraulic - Flood,,,,
3521,17269,CR 18-6.48,Choctau Creek,AR,Beam,Steel,1945,1982,,,Hydraulic - Flood,,,SURV,
3522,17278,CR 61-0.60,Shelton Creek,AR,Span,Timber,1968,1982,,,Hydraulic - Flood,,,SURV,
3523,17279,CR 85-2.31,Half Moon Creek,AR,Beam,Steel,1965,1982,,,Hydraulic - Flood,,,SURV,
3524,17761,CR 645-0.20,Mclain Creek,AR,Beam,Steel,1965,1982,,,Hydraulic - Flood,,,SURV,
3525,18360,CR 16-5.12,Riley Creek,AR,Span,Timber,1960,1982,,,Hydraulic - Flood,,,SURV,
3526,17708,CR 33-1.21,Clear Creek,AR,Span,Timber,1950,1982,,,Hydraulic - Flood,,,SURV,
3527,18083,CR 6-5.13,Shirey Bay,AR,Span,Timber,1963,1982,,,Hydraulic - Flood,,,SURV,
3528,14446,CR 22-8.50,Spring River,AR,Truss thru,Steel,1915,1982,,,Hydraulic - Flood,,,SURV,
3529,14457,CR 37-2.98,Running Water,AR,Span,Timber,1976,1982,,,Hydraulic - Flood,,,SURV,
3530,02370,US 63-3-20.29,Running Water,AR,Beam,Steel,1976,1982,,,Hydraulic - Flood,,,SURV,
3531,16070,CR 332-3.80,Ditch,AR,Span,Timber,1966,1982,,,Fire,,,SURV,
3532,10908,CR 306-5.60,Blackwater Lakes,AR,Span,Timber,1948,1982,,,Hydraulic - Flood,,,SURV,
3533,11699,CR 82-4.55,Hogans Creek,AR,Span,Timber,1946,1982,,,Hydraulic - Flood,,,SURV,
3534,15734,CR 32-2.40,Rose Creek,AR,Span,Timber,1960,1982,,,Hydraulic - Flood,,,SURV,
3535,20045,CR 125-5.85,Mid Fork Little Red,AR,Truss thru,Steel,1910,1982,,TC,Hydraulic - Flood,,,SURV,
3536,12260,CR 13-6.09,15 Mi. Bayou,AR,Span,Timber,1960,1982,,,Hydraulic - Flood,,,SURV,
3537,10383,CR 221-3.56,Creek,AR,Span,Timber,1974,1982,,,Fire,,,SURV,
3538,13696,CR 42-0.64,Middle Fork Ozan,AR,Truss pony,Steel,1929,1982,,,Hydraulic - Scour,,,SURV,
3539,16242,CR 642-0.40,Board Camp Creek,AR,Beam,Timber,1942,1982,,,Hydraulic - Flood,,,SURV,
3540,18020,CR 90-5.12,Polk Bayou,AR,Beam,Steel,1936,1982,,,Hydraulic - Flood,,,SURV,
3541,14016,CR 59-3.83,Spring Creek,AR,Span,Timber,1970,1982,,,Hydraulic - Flood,,,SURV,
3542,18038,CR 61-9.74,Piney Fork,AR,Truss pony,Steel,1923,1982,,,Hydraulic - Flood,,,SURV,
3509,10855,CR 32-3.00,Lloyd Creek Relief,AR,Span,Timber,1948,1982,,,Misc - Deterioration,,,SURV,
3510,17245,CR 243-1.20,Creek,AR,Span,Timber,,1982,,,Overload,,,SURV,
3511,11665,CR 30-4.43,W Fork Point Remove,AR,Truss pony,Steel,1920,1982,,,Hydraulic - Flood,,,SURV,
3512,11666,CR 34-0.50,Brock Creek,AR,Beam,Steel,1945,1982,,,Hydraulic - Flood,,,SURV,
3513,11670,CR 39-0.95,Sunnyside Creek,AR,Beam,Steel,1978,1982,,,Hydraulic - Flood,,,SURV,
3543,14176,CR 148-1.12,Cow Lake Ditch,AR,Span,Timber,1930,1982,,,Misc - Deterioration,,,SURV,
3544,02929,SH 355-1-1.25,Mine Creek,AR,Slab,Concrete,1954,1983,,PC,Hydraulic - Scour,,,SURV,
3545,A0328,US 71-14-11.29,Mill Creek,AR,Slab,Concrete,1928,1984,,PC,Fire,,,SURV,
3546,03301,SH 16-11-4.96,Greers Ferry Lake,AR,Truss thru,Steel,1960,1984,,,Nature - Tornado,,,SURV,
3547,16306,CR 174-2.80,Little Creek,AR,Beam,Steel,1958,1984,,,Hydraulic - Flood,,,SURV,
3548,19486,Spring Street,Spring River,AR,Truss thru,Steel,1930,1984,,TC,Hydraulic - Flood,,,SURV,
3549,16578,Fouche Dam Pike,Fouche Creek,AR,Girder,Steel,1936,1984,,,Steel - Deter,,,SURV,
3550,19558,West Point Road,Black Creek,AR,Span,Timber,1930,1985,,,Fire,,,SURV,
3551,13161,CR 74-3.20,Mid Fork Saline Rv,AR,Span,Timber,1929,1985,,,Hydraulic - Flood,,,SURV,
3552,11058,CR 14-3.12,Little Missouri Rv,AR,Beam,Steel,1950,1985,,,Hydraulic - Flood,,,SURV,
3553,13020,CR 73-0.88,Mortar Creek,AR,Span,Timber,1978,1985,,,Hydraulic - Flood,,,SURV,
3554,14358,CR 33-0.95,Little Mulberry,AR,Truss pony,Steel,1925,1985,,,Hydraulic - Flood,,,SURV,
3555,16250,CR 7-4.00,Illinois Bayou,AR,T-Beam,Concrete,1977,1985,,,Hydraulic - Flood,,,SURV,
3556,20022,CR 95-0.72,Weaver Creek,AR,Span,Timber,1950,1985,,,Hydraulic - Flood,,,SURV,
3564,17563,CR 374-0.86,Creek,AR,Span,Timber,1930,1985,,,Hydraulic - Flood,,,SURV,
3557,17742,CR 221-0.16,Keeland Creek,AR,Span,Timber,1960,1985,,,Hydraulic - Flood,,,SURV,
3558,17698,CR 12-2.46,Browns Creek,AR,Span,Timber,1930,1985,,,Hydraulic - Flood,,,SURV,
3559,12040,CR 274-0.50,Honey Ditch,AR,Span,Timber,1964,1985,,,Fire,,,SURV,
3560,13693,CR 39-1.25,Ozan Creek,AR,Beam,Steel,1940,1985,,,Hydraulic - Flood,,,SURV,
3561,10997,CR 51-1.52,Black Pond Slough,AR,Truss pony,,1950,1985,,,Collision - Vehicle,,,SURV,
3562,13739,CR 310-1.38,Sandy Creek,AR,Beam,Steel,1940,1985,,,Steel - Deter,,,SURV,
3563,20064,CR 261-0.01,Creek,AR,Slab,Concrete,1932,1985,,,Hydraulic - Scour,,,SURV,
3565,A5218,US 167B-Eldorado,SH7,AR,Beam,Steel,1969,1986,,TC,Fire,,,SURV,
3566,17490,CR 74-0.23,Glaise Creek,AR,Span,Timber,1929,1986,,,Misc - Deterioration,,,SURV,
3567,17494,CR 77-2.90,Adler Creek,AR,Truss thru,Steel,1935,1986,,,Hydraulic - Scour,,,SURV,
3568,14689,CR 27-4.57,Peytonville Branch,AR,Truss pony,Steel,1929,1987,,,Steel - Deter,,,SURV,
3569,10604,CR 29-2.46,Spavinaw Creek,AR,Truss thru,Steel,1915,1987,,,Hydraulic - Scour,,,SURV,
3570,16311,CR 247-1.30,Gum Log Creek,AR,Beam,Steel,1970,1987,,,Hydraulic - Flood,,,SURV,
3571,10658,CR 526-0.50,Mounds Creek,AR,Beam,Steel,1974,1987,,,Hydraulic - Flood,,,SURV,
3572,14519,CR 140-3.50,Running Water,AR,Span,Timber,1976,1987,,,Hydraulic - Flood,,,SURV,
3573,14629,CR 61-0.03,Bayou Bartholomew,AR,Span,Timber,1969,1987,,,Misc - Deterioration,,,SURV,
3574,15556,CR 622-0.27,Creek,AR,Beam,Steel,1965,1987,,,Hydraulic - Flood,,,SURV,
3575,16135,CR 30-2.79,Joshing Creek,AR,Beam,Timber,1935,1987,,,Hydraulic - Flood,,,SURV,
3576,12269,CR 15-0.46,Ditch No. 23,AR,,Timber,1955,1988,,,Fire,,,SURV,
3577,15465,CR 7-1.55,Caddo River,AR,Slab,Concrete,1974,1988,,,Hydraulic - Scour,,,SURV,
3578,18431,CR 25-712,Oak Creek,AR,T-Beam,Concrete,1934,1988,,,Hydraulic - Scour,,,SURV,
3579,01531,US 70-16-14.74 (2),White River,AR,Truss thru,Steel,1931,1988,,,Collision - Barge,,,SURV,
3580,14394,CR 22-2.32,Bodcaw Creek,AR,Span,Timber,1952,1988,,,Hydraulic - Flood,,,SURV,
3581,14395,CR 22-2.49,Bodcaw Creek Rel,AR,Span,Timber,1952,1988,,,Hydraulic - Flood,,,SURV,
3582,13045,CR 222-2.24,Cadron Creek,AR,Arch Bow,Steel,1915,1989,,,Steel - Deter,,,SURV,
3583,17501,CR 95-1.55,Bradford Lake,AR,Truss thru,Steel,1925,1989,,PC,Steel - Deter,,,SURV,
3584,13869,CR 647-0.70,Ouachita River,AR,Truss thru,Steel,1909,1989,,,Steel - Deter,,,SURV,
3585,M1576,CR 855-3.10,Ouachita River,AR,Truss thru,Steel,1901,1989,,TC,Hydraulic - Scour,,,SURV,
1920,17657,CR 268-1.09,Taylor Bay,AR,Span,Timber,1969,1989,,,Fire,,,SURV,
1921,15017,CR 701-3.07,White Oak Creek,AR,Slab,Concrete,1938,1990,,,Hydraulic - Scour,,,SURV,
1922,02786,SH 18-1-12.91,Cache River,AR,Beam,Steel,1951,1990,,TC,Fire,,,SURV,
1923,M1578,SH 85-1-2.75,Ditch,AR,Beam,Steel,1931,1990,,PC,Hydraulic - Scour,,,SURV,
1924,03128,Ingram Blvd.,I40-52-279.32,AR,Beam,Steel,1959,1990,,TC,Collision,,,SURV,
1925,M3718,SH 128-10-1.21,Ouachita River,AR,Truss thru,Steel,1972,1990,,TC,Hydraulic - Flood,,,SURV,
1926,16150,CR 38-2.05,Two Mile Creek,AR,Span,Timber,1940,1990,,,Hydraulic - Flood,,,SURV,
1927,20465,CR 94-0.19,Mill Creek,AR,Beam,Steel,1930,1990,,,Hydraulic - Flood,,,SURV,
1928,16223,CR 178-1.61,Lewis Creek,AR,Span,Timber,1940,1990,,,Hydraulic - Flood,,,SURV,
1929,18191,CR 74-3.10,Chances Creek,AR,Span,Timber,1930,1990,,,Hydraulic - Flood,,,SURV,
1930,16148,CR 38-4.40,Slate Creek,AR,Span,Timber,1940,1990,,,Hydraulic - Flood,,,SURV,
1931,17799,CR 9-4.29,Creek,AR,Beam,Steel,1940,1990,,,Hydraulic - Flood,,,SURV,
1932,04171,CR 5-23.71,Maniece Fld. Bayou,AR,T-Beam,Concrete,1960,1990,,,Hydraulic - Scour,,,SURV,
1933,12675,CR 66-3.48,Macon Bayou Relief,AR,Girder,Steel,1965,1990,,,Fire,,,SURV,
1804,,CR 7,Reeds Branch,AR,Beam,Timber,1965,1991,,TC,Overload,,,SURV,
1805,,CR 9,Smackover Creek Rel.,AR,Beam,Timber,1960,1991,,TC,Overload,,,SURV,
1808,,CR 51,Second Creek,AR,Beam,Timber,1970,1992,,TC,Overload,,,SURV,
1810,,CR 1214,Honey Creek,AR,Beam,Steel,1979,1992,,TC,Hydraulic - Scour,,,SURV,
1811,,CR 479,Little Missouri Rive,AR,Truss Thru,Steel,1908,1993,,TC,Overload,,,SURV,
1809,,CR 6,Big Belleville Creek,AR,Beam,Steel,1940,1995,,TC,Hydraulic - Steel,,,SURV,
3254,18907,CR 134,Adamson Creek,AR,Beam,Steel,1940,1995,,TC,Overload,,,Surv,
1802,,CR 23,S FK Ozan Creek,AR,Beam,Steel,1941,1997,,TC,Hydraulic - Scour,,,SURV,
1803,13761,CR 15,Prairie Bayou,AR,Pony Truss,Steel,1920,1997,,PC,Overload,,,SURV,Rehabbed in 1997
1813,,CR 51,Lyle Creek,AR,Beam,Timber,1991,1997,,TC,Hydraulic - Flood,,,SURV,
1806,,CR 38,MT. Fork River,AR,Pony Truss,Steel,1905,1998,,TC,Hydraulic - Scour,,,SURV,
1807,,CR 40,Cedar Creek,AR,Beam,Steel,1940,1998,,TC,Hydraulic - Flood,,,SURV,
1812,,CR 20,White Oak Creek,AR,Beam,Timber,1985,1998,,TC,Hydraulic - Flood,,,SURV,
1801,,CR 46,Osage Creek,AR,Truss,Steel,1912,1999,,TC,Overload,,,SURV,
3472,,City Rt. 35200,Fourche Creek,AR,Multi-Beam,Steel,1939,2001,,,Deterioration - Beam,0,0,SURV,
3473,,City Rt. 8290,Town Creek,AR,Channel Beam,Concrete,1960,2002,,,Overload - Timber pi,0,0,SURV,
3469,,Co. Rd. 67,Ditch,AR,Girder,Wood,1992,2003,,,Overload,0,0,SURV,
3475,,Co. Rd. 347,Tupelo Bayou,AR,Multi-Beam,Steel,1935,2003,,,Hydraulic - Scour,0,0,SURV,
3468,,Co. Rd. 347,Ditch,AR,Girder,Wood,1981,2004,,,Overload,0,0,SURV,
3470,,Co. Rd. 290,Ditch,AR,Girder,Wood,1995,2004,,,Hydraulic - Scour,0,0,SURV,
3474,,Co. Rd. 643,Stowe Creek,AR,Slab,Concrete,1930,2004,,,Hydraulic - Scour,0,0,SURV,
3467,,Co. Rd. 657,Board Camp Creek,AR,Truss Thru,Steel,1915,2005,,,Hydraulic - Scour,0,0,SURV,
3471,,Co. Rd. 201,Lick Creek,AR,Girder,Wood,1993,2005,,,Hydraulic - Scour,0,0,SURV,
1873,17079,Co. Rd. 290,Drainage Ditch #20,AR,Stringer,Timber,1970,2006,,PC,Hydraulic - Flood,0,0,SURV,Rehabbed in 1995
1871,M2057,SH 149,Fifteen Mile Creek,AR,Channel Beam,Concrete,1957,2007,,PC,Hydraulic - Flood,0,0,SURV,
1874,22717,Co. Rd. 61,Mill Pond Branch,AR,Orthotropic,Steel,2004,2007,,PC,Hydraulic - Flood,0,0,SURV,
1867,12196,Co. Rd. 40,Rock Creek,AR,Channel Beam,Concrete,1978,2008,,PC,Hydraulic - Flood,0,0,SURV,
1868,20985,Co. Rd. 40,Free Hill Road,AR,Orthotropic,Steel,1990,2008,,PC,Hydraulic - Flood,0,0,SURV,
1869,11109,Co. Highway 246,Little Antoine Creek,AR,Truss Thru,Steel,1930,2008,,TC,Hydraulic - Flood,0,0,SURV,Rehabbed in 1974
1870,M2380,SH 223,Big Creek,AR,Stringer,Steel,1948,2008,,PC,Hydraulic - flood,0,0,SURV,
1872,17038,Co. Rd. 52,Pond Slough,AR,Stringer,Timber,1942,2008,,PC,Hydraulic - Flood,0,0,SURV,Rehabbed in 1991
1875,13799,Co. Rd. 66,Ten Mile Creek,AR,Channel Beam,Concrete,1935,2008,,PC,Hydraulic - Flood,0,0,SURV,Rehabbed in 1962
1935,,"I-19, Nogales",Agua Fria Canyon Wsh,AZ,,Concrete,,1977,,TC,Hydraulic - Scour,0,0,ARTL,
1936,,"I-17, Black Canyon",,AZ,,,,1978,,TC,Hydraulic - Flood,,,KY,
1937,,"I-10, Phoenix",,AZ,,,,1979,,PC,Hydraulic - Flood,,,KY,
1938,,"Indian School Road, Phoenix",River,AZ,Girder,PC,,1980,,TC,Hydraulic - Scour,0,0,BD,
1939,,I-10,Gila River,AZ,,,,1983,,PC,Hydraulic - Scour,,,ARTL,
3261,,Loop 202 Red Mountain Freeway,,AZ,Girder,Concrete,2007,2007,9-Aug-2007,PC,Construction,0,0,News,
1982,,"Cuyama River, Santa Maria",Cuyama River,CA,,,,,,,Hydraulic - Flood,,,SURV,
1983,,"Cache Creek, Winters",Cache Creek,CA,,,,,,,Hydraulic - Flood,,,SURV,
1984,,"Fields Landing OH, Humbolt Co.",SPRR,CA,,,,,,,Earthquake,,,SURV,
1985,,"18th St. POC, San Francisco",Rt. 101,CA,Girder,Steel,,,,,Collision - Truck,,,SURV,
1986,,"Sacramento Rv., Rio Vista",Sacramento River,CA,,,,,,,Collision - Ship,,,SURV,
1987,,"Stage Gulch, Siskiyou Co.",,CA,Stringer,Timber,,,,,Misc - Decay,,,SURV,
205,,"Rt 36, Humbolt Co.",Yager Creek,CA,,,,1952,,,Hydraulic - Flood,,,SURV,
206,,"Feather River, Nicholaus",Feather River,CA,,,,1952,,,Hydraulic - Flood,,,SURV,
207,,"NF American Rv., Placer Co.",NF American River,CA,Truss,,,1952,,,Nature - Snow,,,SURV,
1941,,Rt.101 near Oregon,Gilbert Creek,CA,,,,1952,,,Hydraulic - Flood,,,SURV,
1942,,"Rt 101, Humbolt Co.",Jordan Creek,CA,,,,1952,,,Hydraulic - Flood,,,SURV,
208,,"Rosecrans Ave, Los Angeles",,CA,,,,1953,,TC,Fire,,,KY,
209,,"Yuba River, Marysville",Yuba River,CA,,,,1955,,,Hydraulic - Flood,,,SURV,
210,,"Trinity R., Co. Rd./Willow Cr.",Trinity River,CA,,,,1955,,,Hydraulic - Flood,,,SURV,
211,,"American River, Auburn",American River,CA,,,,1955,,,Misc Dam Failure,,,SURV,
212,,"Middle-Fk. Amer. Rv., Forest Hil",American River,CA,,,,1955,,,Hydraulic - Flood,,,SURV,
213,,"Amer Rv, Rattlesnake Bar Butte",American River,CA,,,,1955,,,Overload,,,SURV,
214,,"Rio Dell Br (1), Scotia",Eel River,CA,T-Beam,Concrete,,1964,,TC,Hydraulic - Scour,,,BD,
215,,"Red Bank Cr., Tehama Co.",Red Bank Cr.,CA,Truss,,,1964,,,Hydraulic - Flood,,,SURV,
216,,N. Fork Trinity Rv. Trinity Co,NF Trinity River,CA,Truss,,,1964,,,Hydraulic - Flood,,,SURV,
217,,Rio Vista,Sacremento River,CA,,,,1967,,TC,Collision - Ship,,,KY,
218,,SF-Oak Bay Br (1),San Francisco Bay,CA,Truss thru,Steel,1933,1968,,PC,Collision - Plane,,,BD,
219,,"S. Fk. Trim Rv., Trinity Co.",S. Fk. Trim River,CA,Suspension,,,1970,,,Overload,,,SURV,
220,,"Rt 5-405 Sep, San Fernando",Rt. 40,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
221,,San Fernando Rd. OH San Fernando,SPRR,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
222,,"San Fernando Rd., San Fernando",SPRR,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
223,,Rte. 210-5 Sep. and OH,Route 5,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
224,,Northwest Conn. OC San Fernando,Route 5,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
225,,"LA Aqueduct Chanl, San Fernando",Route 5,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
226,,"South Connector OC, San Fernando",Route 14,CA,Box Girder,Concrete,,1971,,,Earthquake,,,SURV,
227,,"Cache Ck., Yolo County",Cache Creek,CA,T-Beam,,,1978,,,Misc - Unknown,,,SURV,
228,,Middle Br. Tule R. Tulare Co.,M. Br. Tule Rv.,CA,Slab,Concrete,,1979,,,Hydraulic - Flood,,,SURV,
229,,Hornbrook,Kamath River,CA,,,,1980,,TC,Collision - Train,,,KY,
230,,Eureka Viaduct,,CA,,,,1980,,TC,Earthquake,,,KY,
231,,"S. Br. Tule R., Tulare Co.",S. Br. Tule Rv.,CA,Slab,Concrete,,1984,,,Hydraulic - Flood,,,SURV,
232,,"Rancheria Ck., Mendocino Co.",Rancheria Cr.,CA,,,,1985,,,Misc - Unknown,,,SURV,
233,,"Rio Dell Br (2), Scotia",Eel River,CA,T-Beam,Concrete,,1986,,PC,Misc - Debris,,,ARTL,
234,,"Tomki Ck., Mendocino Co.",Tomki Creek,CA,Truss,,,1986,,,Overload,,,SURV,
235,,"Independence Cr., Sierra Co.",Independence Cr.,CA,Stringer,Timber,,1986,,,Misc - Decay,,,SURV,
236,,"E. Br. Smithneck Ck., Sierra Co.",Smithneck Ck.,CA,Stringer,Steel,,1986,,,Hydraulic - Flood,,,SURV,
237,,"Billings Ck., Humboldt Co.",Billings Creek,CA,Stringer,Timber,,1987,,,Misc - Decay,,,SURV,
238,,"Route 1, Santa Cruz",Struve Slough,CA,T-Beam,Concrete,1960,1989,,TC,Earthquake,,,SURV,
239,,"Cypress St Viaduct, Oakland",City streets,CA,Box Beam,Concrete,1955,1989,,TC,Earthquake,,,SURV,
240,,"SF-Oak Bay Br (2), Oakland",San Francisco Bay,CA,Truss thru,Steel,1933,1989,17-Oct-1989,PC,Earthquake,1,,SURV,
241,,SF-Oak Bay Br Oakland,San Francisco Bay,CA,Girder,Steel,,1989,,,Earthquake,,,SURV,
242,,"Cypress St. Viaduct, Oakland",Various Streets,CA,Box Girder,Concrete,,1989,17-Oct-1989,TC,Earthquake,42,,SURV,
243,,"Struve Slough, Santa Cruz Co.",Struve Slough,CA,Slab,Concrete,,1989,,,Earthquake,,,SURV,
1380,,"I-5, Arroyo Pasajero near Coalinga",Los Gatos Creek,CA,Slab,Concrete,1963,1995,10-Mar-1995,TC,Hydraulic - Flood,7,,News,Under-reinforced pier is possible cause of failure.
92,,Temp Rte 246   Santa Barbara Co,,CA,Temp Truss,Steel,1999,1999,21-Oct-1999,TC,Overload - Design,,,ENR,ENR12-20-99
1574,,Near Colfax,,CA,,,0,2000,2-Dec-2000,TC,Earthquake,0,0,AP,
1622,,Maxwell Bridge,Napa River,CA,Girder,Steel,0,2003,4-Dec-2003,PC,Construction,0,0,News,Hyd. Jack fail - falsewk fail.
1508,,I-580 EB ramp to I-80,I-80 WB ramp to I-880 SB,CA,Girder,Steel,,2007,29-Apr-2007,TC,Collision - Truck,0,1,News,Fire from overturned gas truck
1512,,Highway 70,Highway 149,CA,Girder,Steel,,2007,31-Jul-2007,PC,Construction,0,2,News,Steel falsework failed
3603,,"SF-Oak Bay Bridge, Oakland/SF",San Francisco Bay,CA,Truss thru,Steel,1933,2009,27-Oct-2009,PC,Misc,0,1,News,Two tension rods and a crossbeam from a recently installed repair collapsed
3597,,"Dry Creek Arroyo Bridge, Eden Station",Dry Creek,CO,,Wood,,1904,7-Aug-1904,TC,Hydraulic - flood,111,,Net,Sudden washout
255,,Denver,South Platte River,CO,,,,1977,,PC,Fire,,,KY,
256,,Garfield Co,Colorado River,CO,Truss thru,Steel,1917,1980,,TC,Overload,,,SURV,
257,C-18-M,US 34,UP RR,CO,Girder FB,Steel,1928,1985,,TC,Collision - Train,,,SURV,
258,E-16-FN,US 36,BN RR,CO,Girder Cnt,Steel,1951,1985,,TC,Collision - Train,,,SURV,
259,E-16-FM,US 36,BN RR,CO,Girder Cnt,Steel,1951,1985,,TC,Collision - Train,,,SURV,
260,K-15-1,US 50,Arkansas River & RR,CO,Truss thru,Steel,1937,1985,,TC,Collision - Truck,,,SURV,
261,F-16-MV,Rt 125,Market Street,CO,Girder,PC,1985,1985,,TC,Misc - Construction,,,SURV,
262,F-21-E,US 36,Badger Creek,CO,Girder,Timber,1937,1986,,TC,Collision - Truck,,,SURV,
263,LAS-35,Las Animas County,Burro Canyon,CO,Truss thru,Steel,1925,1989,,TC,Overload,,,SURV,
1645,,C- 470 Overpass,Interstate 70,CO,Girder,Steel,0,2004,15-May-2004,TC,Construction,3,0,Net,Inadequate bracing?
264,,Norwich Viaduct,,CT,,,,1969,,PC,Collision - Train,,,KY,
265,,"I-95, Greenwich",Mianus River,CT,Girder FB,Steel,1958,1983,28-Jun-1983,TC,Steel - Deter,3,5,KY,Failure of pin/hanger assembly due to corrosion/fatigue.
3602,,Igor Sikorsky Memorial Bridge,Housatonic River,CT,Girder,Steel,1940,2004,1-Feb-2004,TC,Construction,1,0,Net,
1641,,"I-95, Bridgeport",Howard Ave,CT,Girder FB,Steel,,2004,25-Mar-2004,PC,Fire  - Collision,0,1,News,"Car struck truck carrying heating oil, igniting fire, melted superstructure"
248,,"Naugatuck, Route 63",Naugatuck River/MNRR,CT,Girder,Steel,,2010,15-Jun-2010,TC,Misc - Construction,,1,News,Old bridge was being demolished when it collapsed
1515,549,"Washington DC,CSX Transportation",Anacostia River,DC,Railcar,Steel,,2007,9-Nov-2007,TC,Misc - Unknown,,,News,Train derailment; 'serious disrepair'
266,,Wilmington,,DE,,,,1951,,PC,Collision - Ship,,,KY,
267,,Wilmington,,DE,,,,1969,,PC,Collision - Ship,,,KY,
1557,,I-495 (Br. 1-813,Christina River,DE,Beam,Steel,,1970,,PC,Fire,,,SURV,
268,,Tarpon Springs,Anclote River,FL,,,,1967,,PC,Misc - Soil,,,KY,
269,,"Jacksonville, Buckman",,FL,,,,1970,,PC,Nature - Bacteria,,,KY,
270,,Sunshine Skyway Tampa Bay,Tampa Ship Canal,FL,Truss,Steel,1969,1980,9-May-1980,TC,Collision - Ship,35,1,KY,
271,,"Sunshine Skyway, Tampa Bay",Tampa Ship Canal,FL,Truss,Steel,1969,1984,,PC,Collision - Ship,,,KY,
60,,SR 267,Bear Creek,FL,Arch,Steel,1933,1987,,TC,Hydraulics-Scour,,,SURV,
272,,"John Pass Br, Clearwater",,FL,,,,1987,,PC,Hydraulic - Scour,,,KY,
273,,Pensacola Bay Bridge,Pensacola Bay,FL,Girder,Steel,1960,1989,,PC,Collision - Ship,,,SURV,
274,,Choctawhatchee Bay Bridge,Choctawhatchee Bay,FL,Bascule,,1940,1989,,,Collision - Ship,,,SURV,
1413,,I-75,Salt Creek,FL,Beam,Concrete,1981,1996,6-Feb-1996,PC,Fire,1,0,News,
62,,SR 20,Appalachicola River,FL,Truss,Steel,1938,1998,,PC,Collision - Constr.,,,SURV,
